m,l0,phi,eps,is_sat
0.4723618,0.031457283,1.24424,0.3809632,False
0.47487438,0.031457283,1.2447307,0.3833876,False
0.47738692,0.031457283,1.2452164,0.38581485,False
0.4798995,0.031457283,1.2456971,0.38824508,False
0.48241204,0.031457283,1.246173,0.39067805,False
0.4849246,0.031457283,1.246644,0.3931139,False
0.4874372,0.031457283,1.2471102,0.3955527,False
0.48994973,0.031457283,1.2475717,0.39799425,False
0.4924623,0.031457283,1.2480284,0.4004386,False
0.49497488,0.031457283,1.2484804,0.40288597,False
0.49748743,0.031457283,1.248928,0.40533626,False
0.5,0.031457283,1.2755008,0.3770336,True
0.0,0.031758793,0.0063528665,4.953239e-06,False
0.0025125628,0.031758793,0.30394495,8.042853e-07,False
0.0050251256,0.031758793,0.41274115,8.1295775e-07,False
0.007537688,0.031758793,0.48769715,8.3074997e-07,False
0.010050251,0.031758793,0.5452933,8.589735e-07,False
0.012562814,0.031758793,0.59205693,8.9476816e-07,False
0.015075376,0.031758793,0.631351,9.42091e-07,False
0.01758794,0.031758793,0.66509426,0.00018140135,False
0.020100502,0.031758793,0.6940895,0.0016834396,False
0.022613065,0.031758793,0.71978074,0.0031673014,False
0.025125628,0.031758793,0.74279535,0.0046494314,False
0.027638191,0.031758793,0.7635992,0.006140819,False
0.030150753,0.031758793,0.78254765,0.0076462734,False
0.032663316,0.031758793,0.799918,0.00916801,False
0.03517588,0.031758793,0.81593066,0.0107078925,False
0.03768844,0.031758793,0.8307639,0.012266009,False
0.040201005,0.031758793,0.8445635,0.013842988,False
0.042713568,0.031758793,0.85745096,0.015438231,False
0.04522613,0.031758793,0.8695272,0.017051352,False
0.047738694,0.031758793,0.8808785,0.018682284,False
0.050251257,0.031758793,0.8915776,0.020330146,False
0.05276382,0.031758793,0.90168786,0.021994391,False
0.055276383,0.031758793,0.9112637,0.023674127,False
0.057788946,0.031758793,0.92035276,0.02536887,False
0.060301505,0.031758793,0.92899644,0.027078506,False
0.06281407,0.031758793,0.93723154,0.028802045,False
0.06532663,0.031758793,0.94509053,0.030538945,False
0.0678392,0.031758793,0.95260227,0.032289,False
0.07035176,0.031758793,0.9597924,0.034051485,False
0.072864324,0.031758793,0.96668416,0.035826117,False
0.07537688,0.031758793,0.9732982,0.037611835,False
0.07788945,0.031758793,0.97965354,0.039409265,False
0.08040201,0.031758793,0.9857668,0.04121723,False
0.08291457,0.031758793,0.9916537,0.043035623,False
0.085427135,0.031758793,0.9973281,0.044864316,False
0.087939695,0.031758793,1.0028027,0.0467026,False
0.09045226,0.031758793,1.0080899,0.048551463,False
0.09296482,0.031758793,1.0131996,0.050407358,False
0.09547739,0.031758793,1.0181421,0.052273076,False
0.09798995,0.031758793,1.0229266,0.054147866,False
0.10050251,0.031758793,1.0275614,0.05603058,False
0.10301507,0.031758793,1.0320544,0.057921365,False
0.10552764,0.031758793,1.0364128,0.059820287,False
0.1080402,0.031758793,1.0406431,0.061726805,False
0.110552765,0.031758793,1.044752,0.063640855,False
0.113065325,0.031758793,1.0487448,0.065562285,False
0.11557789,0.031758793,1.0526272,0.06749072,False
0.11809045,0.031758793,1.0564041,0.06942628,False
0.12060301,0.031758793,1.0600805,0.07136823,False
0.12311558,0.031758793,1.0636607,0.07331701,False
0.12562814,0.031758793,1.0671487,0.07527228,False
0.1281407,0.031758793,1.0705485,0.07723393,False
0.13065326,0.031758793,1.073864,0.07920161,False
0.13316582,0.031758793,1.0770984,0.08117546,False
0.1356784,0.031758793,1.080255,0.083157405,False
0.13819095,0.031758793,1.083337,0.0851408,False
0.14070351,0.031758793,1.0863471,0.08713207,False
0.14321607,0.031758793,1.0892881,0.08912884,False
0.14572865,0.031758793,1.0921628,0.09113116,False
0.1482412,0.031758793,1.0949734,0.0931392,False
0.15075377,0.031758793,1.0977223,0.095152296,False
0.15326633,0.031758793,1.1004119,0.097169824,False
0.1557789,0.031758793,1.103044,0.09919318,False
0.15829146,0.031758793,1.1056207,0.10122147,False
0.16080402,0.031758793,1.108144,0.10325454,False
0.16331658,0.031758793,1.1106156,0.105292566,False
0.16582914,0.031758793,1.1130372,0.10733543,False
0.16834171,0.031758793,1.1154106,0.10938278,False
0.17085427,0.031758793,1.1177372,0.11143479,False
0.17336683,0.031758793,1.1200184,0.11349146,False
0.17587939,0.031758793,1.1222565,0.11555132,False
0.17839196,0.031758793,1.1244508,0.117618136,False
0.18090452,0.031758793,1.1266046,0.11968811,False
0.18341708,0.031758793,1.1287184,0.12176225,False
0.18592964,0.031758793,1.1307936,0.12384073,False
0.18844222,0.031758793,1.132831,0.1259235,False
0.19095477,0.031758793,1.1348318,0.12801033,False
0.19346733,0.031758793,1.1367972,0.13010108,False
0.1959799,0.031758793,1.1387281,0.13219617,False
0.19849247,0.031758793,1.1406257,0.13429502,False
0.20100503,0.031758793,1.1424905,0.13639793,False
0.20351759,0.031758793,1.1443236,0.13850467,False
0.20603015,0.031758793,1.1461259,0.14061517,False
0.2085427,0.031758793,1.1478981,0.14272963,False
0.21105528,0.031758793,1.1496412,0.14484802,False
0.21356784,0.031758793,1.1513556,0.14697002,False
0.2160804,0.031758793,1.1530424,0.14909555,False
0.21859296,0.031758793,1.1547022,0.15122488,False
0.22110553,0.031758793,1.1563356,0.15335795,False
0.22361809,0.031758793,1.1579434,0.15549448,False
0.22613065,0.031758793,1.159526,0.15763465,False
0.22864321,0.031758793,1.161084,0.15977836,False
0.23115578,0.031758793,1.1626184,0.16192552,False
0.23366834,0.031758793,1.1641294,0.1640762,False
0.2361809,0.031758793,1.1656177,0.16623017,False
0.23869346,0.031758793,1.1670836,0.16838773,False
0.24120602,0.031758793,1.168528,0.17054865,False
0.2437186,0.031758793,1.1699511,0.17271283,False
0.24623115,0.031758793,1.1713535,0.17488036,False
0.24874371,0.031758793,1.1727355,0.17705148,False
0.2512563,0.031758793,1.1740978,0.17922579,False
0.25376883,0.031758793,1.1754407,0.18140323,False
0.2562814,0.031758793,1.1767646,0.18358387,False
0.25879398,0.031758793,1.17807,0.18576778,False
0.26130652,0.031758793,1.1793572,0.18795493,False
0.2638191,0.031758793,1.1806265,0.19014518,False
0.26633164,0.031758793,1.1818786,0.19233876,False
0.26884422,0.031758793,1.1831136,0.19453548,False
0.2713568,0.031758793,1.1843318,0.19673522,False
0.27386934,0.031758793,1.1855336,0.19893809,False
0.2763819,0.031758793,1.1867195,0.20114419,False
0.27889448,0.031758793,1.1878897,0.20335315,False
0.28140703,0.031758793,1.1890445,0.20556527,False
0.2839196,0.031758793,1.1901841,0.20778042,False
0.28643215,0.031758793,1.1913089,0.20999874,False
0.28894472,0.031758793,1.1924193,0.21221988,False
0.2914573,0.031758793,1.1935153,0.21444419,False
0.29396984,0.031758793,1.1945974,0.21667124,False
0.2964824,0.031758793,1.1956657,0.21890168,False
0.29899496,0.031758793,1.1967206,0.22113486,False
0.30150753,0.031758793,1.1977623,0.22337103,False
0.3040201,0.031758793,1.198791,0.22561014,False
0.30653265,0.031758793,1.1998069,0.22785209,False
0.30904523,0.031758793,1.2008104,0.23009717,False
0.3115578,0.031758793,1.2018015,0.2323448,False
0.31407034,0.031758793,1.2027806,0.23459566,False
0.31658292,0.031758793,1.2037479,0.23684922,False
0.31909546,0.031758793,1.2047035,0.23910576,False
0.32160804,0.031758793,1.2056475,0.24136512,False
0.3241206,0.031758793,1.2065804,0.24362743,False
0.32663316,0.031758793,1.2075021,0.24589238,False
0.32914573,0.031758793,1.208413,0.24816023,False
0.33165827,0.031758793,1.2093132,0.2504311,False
0.33417085,0.031758793,1.2102028,0.2527047,False
0.33668342,0.031758793,1.2110821,0.25498122,False
0.33919597,0.031758793,1.2119511,0.25726047,False
0.34170854,0.031758793,1.2128102,0.25954282,False
0.34422112,0.031758793,1.2136593,0.26182756,False
0.34673366,0.031758793,1.2144988,0.26411542,False
0.34924623,0.031758793,1.2153287,0.26640588,False
0.35175878,0.031758793,1.2161492,0.2686992,False
0.35427135,0.031758793,1.2169604,0.2709952,False
0.35678393,0.031758793,1.2177625,0.27329412,False
0.35929647,0.031758793,1.2185556,0.27559593,False
0.36180905,0.031758793,1.2193397,0.27790037,False
0.3643216,0.031758793,1.2201152,0.2802077,False
0.36683416,0.031758793,1.220882,0.28251767,False
0.36934674,0.031758793,1.2216406,0.28483036,False
0.37185928,0.031758793,1.2223907,0.28714594,False
0.37437186,0.031758793,1.2231325,0.28946435,False
0.37688443,0.031758793,1.2238662,0.29178536,False
0.37939698,0.031758793,1.224592,0.2941093,False
0.38190955,0.031758793,1.2253098,0.2964358,False
0.3844221,0.031758793,1.2260199,0.29876557,False
0.38693467,0.031758793,1.2267224,0.30109718,False
0.38944724,0.031758793,1.2274172,0.30343214,False
0.3919598,0.031758793,1.2281047,0.30576965,False
0.39447236,0.031758793,1.2287847,0.30811012,False
0.39698493,0.031758793,1.2294575,0.3104534,False
0.39949748,0.031758793,1.2301232,0.31279904,False
0.40201005,0.031758793,1.2307818,0.31514767,False
0.4045226,0.031758793,1.2314334,0.31749904,False
0.40703517,0.031758793,1.2320781,0.31985676,False
0.40954775,0.031758793,1.232716,0.32221052,False
0.4120603,0.031758793,1.2333473,0.32457146,False
0.41457286,0.031758793,1.233972,0.3269322,False
0.4170854,0.031758793,1.2345899,0.32929763,False
0.41959798,0.031758793,1.2352016,0.3316654,False
0.42211056,0.031758793,1.2358068,0.33403593,False
0.4246231,0.031758793,1.2364057,0.33640936,False
0.42713568,0.031758793,1.2369984,0.33878568,False
0.42964825,0.031758793,1.2375851,0.34116468,False
0.4321608,0.031758793,1.2381655,0.3435466,False
0.43467337,0.031758793,1.23874,0.34593093,False
0.4371859,0.031758793,1.2393086,0.34831825,False
0.4396985,0.031758793,1.2398713,0.35070834,False
0.44221106,0.031758793,1.2404281,0.35310116,False
0.4447236,0.031758793,1.2409793,0.35549682,False
0.44723618,0.031758793,1.2415248,0.35789534,False
0.44974872,0.031758793,1.2420647,0.36029643,False
0.4522613,0.031758793,1.2425991,0.3627005,False
0.45477387,0.031758793,1.2431281,0.36510745,False
0.45728642,0.031758793,1.2436516,0.3675169,False
0.459799,0.031758793,1.2441697,0.36992934,False
0.46231157,0.031758793,1.2446826,0.37234476,False
0.4648241,0.031758793,1.2451901,0.37476277,False
0.46733668,0.031758793,1.2456925,0.37718368,False
0.46984923,0.031758793,1.2461897,0.37960723,False
0.4723618,0.031758793,1.2466819,0.38203382,False
0.47487438,0.031758793,1.2471691,0.38446328,False
0.47738692,0.031758793,1.2476513,0.3868956,False
0.4798995,0.031758793,1.2481285,0.38933071,False
0.48241204,0.031758793,1.2486011,0.3917687,False
0.4849246,0.031758793,1.2490686,0.3942093,False
0.4874372,0.031758793,1.2495314,0.39665318,False
0.48994973,0.031758793,1.2499895,0.39909977,False
0.4924623,0.031758793,1.2504429,0.4015492,False
0.49497488,0.031758793,1.2508917,0.4040015,False
0.49748743,0.031758793,1.2513359,0.40645674,False
0.5,0.031758793,1.2755008,0.38112235,True
0.0,0.032060303,0.006413207,5.3879376e-08,False
0.0025125628,0.032060303,0.3065768,8.0048994e-07,False
0.0050251256,0.032060303,0.41605544,8.089823e-07,False
0.007537688,0.032060303,0.49137077,8.273983e-07,False
0.010050251,0.032060303,0.54917943,8.504139e-07,False
0.012562814,0.032060303,0.59607106,8.994751e-07,False
0.015075376,0.032060303,0.63544965,9.4598363e-07,False
0.01758794,0.032060303,0.6692339,0.00020589819,False
0.020100502,0.032060303,0.6982539,0.0017186105,False
0.022613065,0.032060303,0.7239558,0.0032130629,False
0.025125628,0.032060303,0.74697113,0.0047046295,False
0.027638191,0.032060303,0.7677685,0.0062061343,False
0.030150753,0.032060303,0.7867056,0.0077212756,False
0.032663316,0.032060303,0.8040606,0.009252857,False
0.03517588,0.032060303,0.8200554,0.010802068,False
0.03768844,0.032060303,0.83486867,0.0123696085,False
0.040201005,0.032060303,0.8486471,0.013955691,False
0.042713568,0.032060303,0.8615121,0.015559992,False
0.04522613,0.032060303,0.87356555,0.017182337,False
0.047738694,0.032060303,0.88489324,0.018821733,False
0.050251257,0.032060303,0.89556885,0.02047814,False
0.05276382,0.032060303,0.90565544,0.022150978,False
0.055276383,0.032060303,0.91520745,0.023838611,False
0.057788946,0.032060303,0.9242729,0.025541853,False
0.060301505,0.032060303,0.9328932,0.027259462,False
0.06281407,0.032060303,0.94110507,0.028990885,False
0.06532663,0.032060303,0.9489411,0.030735722,False
0.0678392,0.032060303,0.9564302,0.032494027,False
0.07035176,0.032060303,0.963598,0.034263737,False
0.072864324,0.032060303,0.97046775,0.03604561,False
0.07537688,0.032060303,0.97706014,0.037839167,False
0.07788945,0.032060303,0.9833941,0.039643787,False
0.08040201,0.032060303,0.98948634,0.041459203,False
0.08291457,0.032060303,0.9953525,0.0432848,False
0.085427135,0.032060303,1.0010066,0.045120727,False
0.087939695,0.032060303,1.0064615,0.04696591,False
0.09045226,0.032060303,1.0117288,0.048820682,False
0.09296482,0.032060303,1.0168194,0.050684597,False
0.09547739,0.032060303,1.0217429,0.05255735,False
0.09798995,0.032060303,1.0265088,0.05443864,False
0.10050251,0.032060303,1.0311255,0.056328006,False
0.10301507,0.032060303,1.0356005,0.058225654,False
0.10552764,0.032060303,1.0399412,0.060130946,False
0.1080402,0.032060303,1.0441544,0.062044032,False
0.110552765,0.032060303,1.048246,0.06396458,False
0.113065325,0.032060303,1.0522223,0.06589247,False
0.11557789,0.032060303,1.0560882,0.067827225,False
0.11809045,0.032060303,1.0598489,0.069769084,False
0.12060301,0.032060303,1.0635095,0.071717344,False
0.12311558,0.032060303,1.067074,0.07367235,False
0.12562814,0.032060303,1.0705466,0.07563379,False
0.1281407,0.032060303,1.0739315,0.077601515,False
0.13065326,0.032060303,1.077232,0.07957551,False
0.13316582,0.032060303,1.0804517,0.08155884,False
0.1356784,0.032060303,1.0835938,0.08354119,False
0.13819095,0.032060303,1.0866617,0.08553265,False
0.14070351,0.032060303,1.089658,0.087529644,False
0.14321607,0.032060303,1.0925853,0.08953241,False
0.14572865,0.032060303,1.0954465,0.09154079,False
0.1482412,0.032060303,1.0982438,0.09355444,False
0.15075377,0.032060303,1.1009796,0.09557286,False
0.15326633,0.032060303,1.1036563,0.097596765,False
0.1557789,0.032060303,1.1062758,0.099625744,False
0.15829146,0.032060303,1.10884,0.10165957,False
0.16080402,0.032060303,1.111351,0.10369842,False
0.16331658,0.032060303,1.1138105,0.10574184,False
0.16582914,0.032060303,1.1162201,0.1077904,False
0.16834171,0.032060303,1.1185817,0.10984334,False
0.17085427,0.032060303,1.1208967,0.11190111,False
0.17336683,0.032060303,1.1231673,0.11396426,False
0.17587939,0.032060303,1.1253927,0.116029665,False
0.17839196,0.032060303,1.1275765,0.118101016,False
0.18090452,0.032060303,1.1297194,0.120176114,False
0.18341708,0.032060303,1.1318223,0.12225584,False
0.18592964,0.032060303,1.1338868,0.12433964,False
0.18844222,0.032060303,1.1359136,0.1264277,False
0.19095477,0.032060303,1.1379042,0.12851983,False
0.19346733,0.032060303,1.1398594,0.13061596,False
0.1959799,0.032060303,1.1417803,0.132716,False
0.19849247,0.032060303,1.1436677,0.13482037,False
0.20100503,0.032060303,1.1455227,0.13692866,False
0.20351759,0.032060303,1.1473461,0.13904059,False
0.20603015,0.032060303,1.1491388,0.14115638,False
0.2085427,0.032060303,1.1509016,0.143276,False
0.21105528,0.032060303,1.1526352,0.1453995,False
0.21356784,0.032060303,1.1543406,0.14752664,False
0.2160804,0.032060303,1.1560183,0.14965755,False
0.21859296,0.032060303,1.157669,0.15179192,False
0.22110553,0.032060303,1.1592935,0.15393001,False
0.22361809,0.032060303,1.1608925,0.15607156,False
0.22613065,0.032060303,1.1624664,0.15821701,False
0.22864321,0.032060303,1.164016,0.16036564,False
0.23115578,0.032060303,1.1655419,0.16251779,False
0.23366834,0.032060303,1.1670445,0.16467354,False
0.2361809,0.032060303,1.1685244,0.16683282,False
0.23869346,0.032060303,1.1699822,0.1689953,False
0.24120602,0.032060303,1.1714185,0.17116131,False
0.2437186,0.032060303,1.1728337,0.17333038,False
0.24623115,0.032060303,1.1742281,0.17550328,False
0.24874371,0.032060303,1.1756023,0.17767902,False
0.2512563,0.032060303,1.1769569,0.17985818,False
0.25376883,0.032060303,1.1782922,0.18204084,False
0.2562814,0.032060303,1.1796086,0.18422621,False
0.25879398,0.032060303,1.1809065,0.18641502,False
0.26130652,0.032060303,1.1821862,0.1886072,False
0.2638191,0.032060303,1.1834484,0.19080237,False
0.26633164,0.032060303,1.1846931,0.19300091,False
0.26884422,0.032060303,1.185921,0.19520234,False
0.2713568,0.032060303,1.1871321,0.19740698,False
0.27386934,0.032060303,1.1883271,0.19961481,False
0.2763819,0.032060303,1.189506,0.20182584,False
0.27889448,0.032060303,1.1906693,0.20403975,False
0.28140703,0.032060303,1.1918173,0.20625661,False
0.2839196,0.032060303,1.1929502,0.20847677,False
0.28643215,0.032060303,1.1940684,0.21069968,False
0.28894472,0.032060303,1.1951722,0.21292594,False
0.2914573,0.032060303,1.1962618,0.21515487,False
0.29396984,0.032060303,1.1973374,0.21738668,False
0.2964824,0.032060303,1.1983994,0.21962202,False
0.29899496,0.032060303,1.199448,0.22185987,False
0.30150753,0.032060303,1.2004833,0.22410107,False
0.3040201,0.032060303,1.201506,0.22634476,False
0.30653265,0.032060303,1.2025158,0.22859162,False
0.30904523,0.032060303,1.2035133,0.23084119,False
0.3115578,0.032060303,1.2044984,0.23309389,False
0.31407034,0.032060303,1.2054715,0.23534927,False
0.31658292,0.032060303,1.2064328,0.23760761,False
0.31909546,0.032060303,1.2073826,0.23986901,False
0.32160804,0.032060303,1.208321,0.24213317,False
0.3241206,0.032060303,1.2092481,0.24440007,False
0.32663316,0.032060303,1.2101642,0.24666989,False
0.32914573,0.032060303,1.2110695,0.24894252,False
0.33165827,0.032060303,1.2119641,0.25121832,False
0.33417085,0.032060303,1.2128482,0.25349665,False
0.33668342,0.032060303,1.213722,0.2557778,False
0.33919597,0.032060303,1.2145857,0.25806183,False
0.34170854,0.032060303,1.2154393,0.2603487,False
0.34422112,0.032060303,1.2162832,0.26263848,False
0.34673366,0.032060303,1.2171174,0.2649308,False
0.34924623,0.032060303,1.2179421,0.26722598,False
0.35175878,0.032060303,1.2187574,0.269524,False
0.35427135,0.032060303,1.2195635,0.27182496,False
0.35678393,0.032060303,1.2203604,0.2741286,False
0.35929647,0.032060303,1.2211485,0.27643493,False
0.36180905,0.032060303,1.2219278,0.27874425,False
0.3643216,0.032060303,1.2226982,0.281056,False
0.36683416,0.032060303,1.2234603,0.28337082,False
0.36934674,0.032060303,1.224214,0.28568834,False
0.37185928,0.032060303,1.2249591,0.28800866,False
0.37437186,0.032060303,1.2256963,0.2903316,False
0.37688443,0.032060303,1.2264253,0.29265746,False
0.37939698,0.032060303,1.2271463,0.29498613,False
0.38190955,0.032060303,1.2278596,0.29731742,False
0.3844221,0.032060303,1.2285651,0.29965147,False
0.38693467,0.032060303,1.229263,0.30198824,False
0.38944724,0.032060303,1.2299534,0.30432788,False
0.3919598,0.032060303,1.2306362,0.30667022,False
0.39447236,0.032060303,1.2313118,0.30901542,False
0.39698493,0.032060303,1.2319802,0.31136298,False
0.39949748,0.032060303,1.2326413,0.3137143,False
0.40201005,0.032060303,1.2332957,0.31606877,False
0.4045226,0.032060303,1.233943,0.31842318,False
0.40703517,0.032060303,1.2345835,0.32078212,False
0.40954775,0.032060303,1.2352172,0.32314375,False
0.4120603,0.032060303,1.2358443,0.325508,False
0.41457286,0.032060303,1.2364646,0.32787547,False
0.4170854,0.032060303,1.2370785,0.33024517,False
0.41959798,0.032060303,1.237686,0.332618,False
0.42211056,0.032060303,1.2382872,0.33499327,False
0.4246231,0.032060303,1.2388821,0.33737156,False
0.42713568,0.032060303,1.2394707,0.33975247,False
0.42964825,0.032060303,1.2400534,0.34213626,False
0.4321608,0.032060303,1.2406301,0.34452432,False
0.43467337,0.032060303,1.2412004,0.34691212,False
0.4371859,0.032060303,1.2417653,0.34930408,False
0.4396985,0.032060303,1.242324,0.3516991,False
0.44221106,0.032060303,1.2428771,0.35409674,False
0.4447236,0.032060303,1.2434245,0.3564972,False
0.44723618,0.032060303,1.2439662,0.35890025,False
0.44974872,0.032060303,1.2445023,0.36130643,False
0.4522613,0.032060303,1.2450331,0.36371523,False
0.45477387,0.032060303,1.2455584,0.36612704,False
0.45728642,0.032060303,1.2460783,0.36854112,False
0.459799,0.032060303,1.2465926,0.37095833,False
0.46231157,0.032060303,1.2471019,0.37337863,False
0.4648241,0.032060303,1.2476058,0.3758015,False
0.46733668,0.032060303,1.2481047,0.37822723,False
0.46984923,0.032060303,1.2485985,0.38065568,False
0.4723618,0.032060303,1.2490872,0.38308728,False
0.47487438,0.032060303,1.2495708,0.38552156,False
0.47738692,0.032060303,1.2500497,0.38795856,False
0.4798995,0.032060303,1.2505236,0.39039865,False
0.48241204,0.032060303,1.2509925,0.39284128,False
0.4849246,0.032060303,1.2514567,0.39528713,False
0.4874372,0.032060303,1.2519163,0.39773557,False
0.48994973,0.032060303,1.2523711,0.4001871,False
0.4924623,0.032060303,1.2528211,0.40264148,False
0.49497488,0.032060303,1.2532666,0.4050988,False
0.49748743,0.032060303,1.2537074,0.40755892,False
0.5,0.032060303,1.2755008,0.38511726,True
0.0,0.03236181,0.0064735124,7.8976245e-07,False
0.0025125628,0.03236181,0.3092025,7.9584464e-07,False
0.0050251256,0.03236181,0.41935572,8.0683975e-07,False
0.007537688,0.03236181,0.4950241,8.2578686e-07,False
0.010050251,0.03236181,0.5530402,8.529387e-07,False
0.012562814,0.03236181,0.6000543,1.200754e-06,False
0.015075376,0.03236181,0.63951546,9.507121e-07,False
0.01758794,0.03236181,0.67333937,0.00022994727,False
0.020100502,0.03236181,0.702382,0.0017532413,False
0.022613065,0.03236181,0.7280928,0.0032579154,False
0.025125628,0.03236181,0.7511074,0.004758901,False
0.027638191,0.03236181,0.77189726,0.006270573,False
0.030150753,0.03236181,0.7908216,0.0077954554,False
0.032663316,0.03236181,0.8081607,0.009336418,False
0.03517588,0.03236181,0.8241368,0.010895254,False
0.03768844,0.03236181,0.83892953,0.012475017,False
0.040201005,0.03236181,0.8526862,0.014066946,False
0.042713568,0.03236181,0.86552846,0.015680222,False
0.04522613,0.03236181,0.8775584,0.017311187,False
0.047738694,0.03236181,0.8888624,0.018959604,False
0.050251257,0.03236181,0.89951414,0.020624228,False
0.05276382,0.03236181,0.9095768,0.022304814,False
0.055276383,0.03236181,0.919105,0.024001231,False
0.057788946,0.03236181,0.9281466,0.025712507,False
0.060301505,0.03236181,0.9367434,0.027438022,False
0.06281407,0.03236181,0.94493186,0.029177483,False
0.06532663,0.03236181,0.9527449,0.030930053,False
0.0678392,0.03236181,0.96021116,0.03269565,False
0.07035176,0.03236181,0.9673566,0.034473285,False
0.072864324,0.03236181,0.9742043,0.036262527,False
0.07537688,0.03236181,0.980775,0.03806346,False
0.07788945,0.03236181,0.98708755,0.039875172,False
0.08040201,0.03236181,0.9931589,0.041697815,False
0.08291457,0.03236181,0.9990045,0.043530457,False
0.085427135,0.03236181,1.0046386,0.045373585,False
0.087939695,0.03236181,1.0100732,0.047225647,False
0.09045226,0.03236181,1.0153209,0.0490871,False
0.09296482,0.03236181,1.0203923,0.050957832,False
0.09547739,0.03236181,1.0252972,0.05283747,False
0.09798995,0.03236181,1.0300444,0.054725252,False
0.10050251,0.03236181,1.0346428,0.056621507,False
0.10301507,0.03236181,1.0390999,0.058525503,False
0.10552764,0.03236181,1.0434233,0.060437392,False
0.1080402,0.03236181,1.047619,0.06235691,False
0.110552765,0.03236181,1.0516938,0.0642838,False
0.113065325,0.03236181,1.0556533,0.06621788,False
0.11557789,0.03236181,1.059503,0.0681591,False
0.11809045,0.03236181,1.0632476,0.07010687,False
0.12060301,0.03236181,1.0668923,0.07206132,False
0.12311558,0.03236181,1.0704412,0.07402247,False
0.12562814,0.03236181,1.0738987,0.07598997,False
0.1281407,0.03236181,1.0772685,0.0779639,False
0.13065326,0.03236181,1.0805542,0.07994349,False
0.13316582,0.03236181,1.0837594,0.08192931,False
0.1356784,0.03236181,1.0868875,0.083920985,False
0.13819095,0.03236181,1.089941,0.085918635,False
0.14070351,0.03236181,1.0929235,0.087921605,False
0.14321607,0.03236181,1.0958374,0.089930065,False
0.14572865,0.03236181,1.0986849,0.0919443,False
0.1482412,0.03236181,1.1014692,0.09396308,False
0.15075377,0.03236181,1.1041921,0.09598754,False
0.15326633,0.03236181,1.1068559,0.09801719,False
0.1557789,0.03236181,1.1094627,0.10005168,False
0.15829146,0.03236181,1.1120147,0.10209121,False
0.16080402,0.03236181,1.1145135,0.1041354,False
0.16331658,0.03236181,1.1169609,0.106184594,False
0.16582914,0.03236181,1.1193588,0.108238466,False
0.16834171,0.03236181,1.1217093,0.11029833,False
0.17085427,0.03236181,1.124012,0.1123601,False
0.17336683,0.03236181,1.1262705,0.114427686,False
0.17587939,0.03236181,1.1284856,0.11649975,False
0.17839196,0.03236181,1.1306584,0.118575945,False
0.18090452,0.03236181,1.1327903,0.1206567,False
0.18341708,0.03236181,1.1348826,0.122741655,False
0.18592964,0.03236181,1.1369364,0.124830954,False
0.18844222,0.03236181,1.138953,0.12692423,False
0.19095477,0.03236181,1.1409332,0.12902145,False
0.19346733,0.03236181,1.1428782,0.13112278,False
0.1959799,0.03236181,1.144789,0.13322839,False
0.19849247,0.03236181,1.1466666,0.13533786,False
0.20100503,0.03236181,1.1485118,0.13745102,False
0.20351759,0.03236181,1.1503255,0.13956828,False
0.20603015,0.03236181,1.1521088,0.14168935,False
0.2085427,0.03236181,1.1538622,0.14381397,False
0.21105528,0.03236181,1.1555867,0.14594252,False
0.21356784,0.03236181,1.1572828,0.14807482,False
0.2160804,0.03236181,1.1589515,0.15021074,False
0.21859296,0.03236181,1.1605933,0.15235008,False
0.22110553,0.03236181,1.162209,0.15449336,False
0.22361809,0.03236181,1.1637993,0.15663996,False
0.22613065,0.03236181,1.1653646,0.15879034,False
0.22864321,0.03236181,1.1669058,0.16094409,False
0.23115578,0.03236181,1.1684233,0.16310123,False
0.23366834,0.03236181,1.1699176,0.1652618,False
0.2361809,0.03236181,1.1713893,0.16742593,False
0.23869346,0.03236181,1.1728392,0.16959327,False
0.24120602,0.03236181,1.1742673,0.17176427,False
0.2437186,0.03236181,1.1756747,0.1739383,False
0.24623115,0.03236181,1.1770613,0.17611592,False
0.24874371,0.03236181,1.1784277,0.17829746,False
0.2512563,0.03236181,1.1797748,0.1804806,False
0.25376883,0.03236181,1.1811024,0.18266809,False
0.2562814,0.03236181,1.1824113,0.18485837,False
0.25879398,0.03236181,1.1837019,0.1870522,False
0.26130652,0.03236181,1.1849743,0.18924925,False
0.2638191,0.03236181,1.1862292,0.1914493,False
0.26633164,0.03236181,1.1874669,0.19365253,False
0.26884422,0.03236181,1.1886877,0.19585904,False
0.2713568,0.03236181,1.1898918,0.1980684,False
0.27386934,0.03236181,1.1910799,0.20028102,False
0.2763819,0.03236181,1.1922519,0.20249647,False
0.27889448,0.03236181,1.1934085,0.20471524,False
0.28140703,0.03236181,1.1945498,0.20693702,False
0.2839196,0.03236181,1.195676,0.20916182,False
0.28643215,0.03236181,1.1967877,0.21138954,False
0.28894472,0.03236181,1.197885,0.21362054,False
0.2914573,0.03236181,1.198968,0.21585429,False
0.29396984,0.03236181,1.2000374,0.21809104,False
0.2964824,0.03236181,1.2010932,0.22033074,False
0.29899496,0.03236181,1.2021354,0.22257352,False
0.30150753,0.03236181,1.2031647,0.2248192,False
0.3040201,0.03236181,1.2041812,0.22706766,False
0.30653265,0.03236181,1.2051849,0.22931907,False
0.30904523,0.03236181,1.2061764,0.2315737,False
0.3115578,0.03236181,1.2071556,0.23383082,False
