m,l0,phi,eps,is_sat
0.18341708,0.054673366,1.2755008,0.13527279,True
0.18592964,0.054673366,1.2755008,0.13560897,True
0.18844222,0.054673366,1.2755008,0.13589461,True
0.19095477,0.054673366,1.2755008,0.13617828,True
0.19346733,0.054673366,1.2755008,0.13645998,True
0.1959799,0.054673366,1.2755008,0.13671845,True
0.19849247,0.054673366,1.2755008,0.13699003,True
0.20100503,0.054673366,1.2755008,0.13725999,True
0.20351759,0.054673366,1.2755008,0.1375686,True
0.20603015,0.054673366,1.2755008,0.13784191,True
0.2085427,0.054673366,1.2755008,0.13811378,True
0.21105528,0.054673366,1.2755008,0.13838394,True
0.21356784,0.054673366,1.2755008,0.1386533,True
0.2160804,0.054673366,1.2755008,0.13892172,True
0.21859296,0.054673366,1.2755008,0.13918915,True
0.22110553,0.054673366,1.2755008,0.13945594,True
0.22361809,0.054673366,1.2755008,0.13969505,True
0.22613065,0.054673366,1.2755008,0.13995513,True
0.22864321,0.054673366,1.2755008,0.14025125,True
0.23115578,0.054673366,1.2755008,0.14051527,True
0.23366834,0.054673366,1.2755008,0.14079134,True
0.2361809,0.054673366,1.2755008,0.14104901,True
0.23869346,0.054673366,1.2755008,0.14128259,True
0.24120602,0.054673366,1.2755008,0.14153998,True
0.2437186,0.054673366,1.2755008,0.14182875,True
0.24623115,0.054673366,1.2755008,0.14209035,True
0.24874371,0.054673366,1.2755008,0.14235197,True
0.2512563,0.054673366,1.2755008,0.1426135,True
0.25376883,0.054673366,1.2755008,0.14287496,True
0.2562814,0.054673366,1.2755008,0.14313632,True
0.25879398,0.054673366,1.2755008,0.14339794,True
0.26130652,0.054673366,1.2755008,0.14365923,True
0.2638191,0.054673366,1.2755008,0.14392082,True
0.26633164,0.054673366,1.2755008,0.14418256,True
0.26884422,0.054673366,1.2755008,0.14444418,True
0.2713568,0.054673366,1.2755008,0.14470607,True
0.27386934,0.054673366,1.2755008,0.14496824,True
0.2763819,0.054673366,1.2755008,0.14523062,True
0.27889448,0.054673366,1.2755008,0.14549345,True
0.28140703,0.054673366,1.2755008,0.14575627,True
0.2839196,0.054673366,1.2755008,0.14602005,True
0.28643215,0.054673366,1.2755008,0.14628366,True
0.28894472,0.054673366,1.2755008,0.14654787,True
0.2914573,0.054673366,1.2755008,0.14684369,True
0.29396984,0.054673366,1.2755008,0.1471047,True
0.2964824,0.054673366,1.2755008,0.14734302,True
0.29899496,0.054673366,1.2755008,0.14763911,True
0.30150753,0.054673366,1.2755008,0.1479016,True
0.3040201,0.054673366,1.2755008,0.14816475,True
0.30653265,0.054673366,1.2755008,0.14842856,True
0.30904523,0.054673366,1.2755008,0.148693,True
0.3115578,0.054673366,1.2755008,0.14894767,True
0.31407034,0.054673366,1.2755008,0.14918779,True
0.31658292,0.054673366,1.2755008,0.14948712,True
0.31909546,0.054673366,1.2755008,0.1497579,True
0.32160804,0.054673366,1.2755008,0.1500295,True
0.3241206,0.054673366,1.2755008,0.1503017,True
0.32663316,0.054673366,1.2755008,0.15057474,True
0.32914573,0.054673366,1.2755008,0.1508484,True
0.33165827,0.054673366,1.2755008,0.15112288,True
0.33417085,0.054673366,1.2755008,0.15139818,True
0.33668342,0.054673366,1.2755008,0.15167424,True
0.33919597,0.054673366,1.2755008,0.15195124,True
0.34170854,0.054673366,1.2755008,0.15222904,True
0.34422112,0.054673366,1.2755008,0.15250763,True
0.34673366,0.054673366,1.2755008,0.15278733,True
0.34924623,0.054673366,1.2755008,0.15306771,True
0.35175878,0.054673366,1.2755008,0.15334895,True
0.35427135,0.054673366,1.2755008,0.15363123,True
0.35678393,0.054673366,1.2755008,0.15391453,True
0.35929647,0.054673366,1.2755008,0.15419562,True
0.36180905,0.054673366,1.2755008,0.15447775,True
0.3643216,0.054673366,1.2755008,0.15476081,True
0.36683416,0.054673366,1.2755008,0.1550449,True
0.36934674,0.054673366,1.2755008,0.15533015,True
0.37185928,0.054673366,1.2755008,0.15561645,True
0.37437186,0.054673366,1.2755008,0.15592456,True
0.37688443,0.054673366,1.2755008,0.15621585,True
0.37939698,0.054673366,1.2755008,0.15650822,True
0.38190955,0.054673366,1.2755008,0.15682566,True
0.3844221,0.054673366,1.2755008,0.15711713,True
0.38693467,0.054673366,1.2755008,0.15740994,True
0.38944724,0.054673366,1.2755008,0.15770377,True
0.3919598,0.054673366,1.2755008,0.1579988,True
0.39447236,0.054673366,1.2755008,0.158295,True
0.39698493,0.054673366,1.2755008,0.15858614,True
0.39949748,0.054673366,1.2755008,0.15888767,True
0.40201005,0.054673366,1.2755008,0.1591905,True
0.4045226,0.054673366,1.2755008,0.15949447,True
0.40703517,0.054673366,1.2755008,0.15979967,True
0.40954775,0.054673366,1.2755008,0.16010621,True
0.4120603,0.054673366,1.2755008,0.16041408,True
0.41457286,0.054673366,1.2755008,0.16072315,True
0.4170854,0.054673366,1.2755008,0.16103351,True
0.41959798,0.054673366,1.2755008,0.16134523,True
0.42211056,0.054673366,1.2755008,0.16165823,True
0.4246231,0.054673366,1.2755008,0.1619725,True
0.42713568,0.054673366,1.2755008,0.16231003,True
0.42964825,0.054673366,1.2755008,0.16262439,True
0.4321608,0.054673366,1.2755008,0.16292688,True
0.43467337,0.054673366,1.2755008,0.16324411,True
0.4371859,0.054673366,1.2755008,0.1635628,True
0.4396985,0.054673366,1.2755008,0.16388308,True
0.44221106,0.054673366,1.2755008,0.16420479,True
0.4447236,0.054673366,1.2755008,0.16453555,True
0.44723618,0.054673366,1.2755008,0.1648602,True
0.44974872,0.054673366,1.2755008,0.16518642,True
0.4522613,0.054673366,1.2755008,0.16551405,True
0.45477387,0.054673366,1.2755008,0.16584332,True
0.45728642,0.054673366,1.2755008,0.16617404,True
0.459799,0.054673366,1.2755008,0.16650657,True
0.46231157,0.054673366,1.2755008,0.16684051,True
0.4648241,0.054673366,1.2755008,0.16719796,True
0.46733668,0.054673366,1.2755008,0.16753776,True
0.46984923,0.054673366,1.2755008,0.16787131,True
0.4723618,0.054673366,1.2755008,0.16821183,True
0.47487438,0.054673366,1.2755008,0.16855402,True
0.47738692,0.054673366,1.2755008,0.16889796,True
0.4798995,0.054673366,1.2755008,0.16924348,True
0.48241204,0.054673366,1.2755008,0.16959082,True
0.4849246,0.054673366,1.2755008,0.16996184,True
0.4874372,0.054673366,1.2755008,0.17031495,True
0.48994973,0.054673366,1.2755008,0.17066993,True
0.4924623,0.054673366,1.2755008,0.17102653,True
0.49497488,0.054673366,1.2755008,0.17138517,True
0.49748743,0.054673366,1.2755008,0.1717455,True
0.5,0.054673366,1.2755008,0.17210767,True
0.0,0.054974873,0.010996475,1.7215675e-06,False
0.0025125628,0.054974873,0.48730564,4.1283735e-07,False
0.0050251256,0.054974873,0.6303731,4.5523265e-07,False
0.007537688,0.054974873,0.71943927,5.250305e-07,False
0.010050251,0.054974873,0.78331125,6.258886e-07,False
0.012562814,0.054974873,0.8325912,7.539555e-07,False
0.015075376,0.054974873,0.8723949,8.961165e-07,False
0.01758794,0.054974873,0.9052614,0.00076864706,False
0.020100502,0.054974873,0.93273443,0.0028645694,False
0.022613065,0.054974873,0.95653516,0.004921764,False
0.025125628,0.054974873,0.97744787,0.006959632,False
0.027638191,0.054974873,0.99603593,0.008985908,False
0.030150753,0.054974873,1.0127165,0.01101035,False
0.032663316,0.054974873,1.0278069,0.013035993,False
0.03517588,0.054974873,1.0415537,0.015065622,False
0.03768844,0.054974873,1.0541519,0.017100668,False
0.040201005,0.054974873,1.0657585,0.0191423,False
0.042713568,0.054974873,1.0765009,0.021192545,False
0.04522613,0.054974873,1.086485,0.023247581,False
0.047738694,0.054974873,1.0957984,0.025311807,False
0.050251257,0.054974873,1.1045151,0.027383637,False
0.05276382,0.054974873,1.112698,0.029463653,False
0.055276383,0.054974873,1.120401,0.031550545,False
0.057788946,0.054974873,1.1276702,0.03364561,False
0.060301505,0.054974873,1.1345459,0.03574783,False
0.06281407,0.054974873,1.1410632,0.037857458,False
0.06532663,0.054974873,1.1472528,0.039974384,False
0.0678392,0.054974873,1.1531421,0.042097986,False
0.07035176,0.054974873,1.1587547,0.044228002,False
0.072864324,0.054974873,1.1641123,0.046364747,False
0.07537688,0.054974873,1.1692339,0.04850802,False
0.07788945,0.054974873,1.1741366,0.050657634,False
0.08040201,0.054974873,1.1788356,0.05281373,False
0.08291457,0.054974873,1.1833453,0.054975685,False
0.085427135,0.054974873,1.1876777,0.057143535,False
0.087939695,0.054974873,1.1918449,0.059314907,False
0.09045226,0.054974873,1.1958569,0.061493598,False
0.09296482,0.054974873,1.199723,0.06367736,False
0.09547739,0.054974873,1.2034522,0.06586642,False
0.09798995,0.054974873,1.2070524,0.06806055,False
0.10050251,0.054974873,1.2105308,0.070259914,False
0.10301507,0.054974873,1.2138941,0.072464064,False
0.10552764,0.054974873,1.2171489,0.07467318,False
0.1080402,0.054974873,1.2203004,0.07688703,False
0.110552765,0.054974873,1.2233546,0.07910536,False
0.113065325,0.054974873,1.2263159,0.08132854,False
0.11557789,0.054974873,1.2291892,0.08355585,False
0.11809045,0.054974873,1.2319784,0.08578805,False
0.12060301,0.054974873,1.2346879,0.08802379,False
0.12311558,0.054974873,1.2373213,0.090264276,False
0.12562814,0.054974873,1.239882,0.092508726,False
0.1281407,0.054974873,1.2423735,0.09475728,False
0.13065326,0.054974873,1.2447984,0.09701,False
0.13316582,0.054974873,1.24716,0.09926691,False
0.1356784,0.054974873,1.2494607,0.10152753,False
0.13819095,0.054974873,1.2517034,0.10379194,False
0.14070351,0.054974873,1.25389,0.10606023,False
0.14321607,0.054974873,1.2560232,0.10833222,False
0.14572865,0.054974873,1.2581048,0.11060803,False
0.1482412,0.054974873,1.260137,0.112887375,False
0.15075377,0.054974873,1.2621214,0.11517045,False
0.15326633,0.054974873,1.2640584,0.11746368,False
0.1557789,0.054974873,1.2659549,0.11974744,False
0.15829146,0.054974873,1.2678071,0.12204084,False
0.16080402,0.054974873,1.2696183,0.12433817,False
0.16331658,0.054974873,1.2713901,0.12663873,False
0.16582914,0.054974873,1.2731237,0.12894253,False
0.16834171,0.054974873,1.2748206,0.13125004,False
0.17085427,0.054974873,1.2755008,0.13237125,True
0.17336683,0.054974873,1.2755008,0.13267155,True
0.17587939,0.054974873,1.2755008,0.13294809,True
0.17839196,0.054974873,1.2755008,0.1332343,True
0.18090452,0.054974873,1.2755008,0.13351762,True
0.18341708,0.054974873,1.2755008,0.13379842,True
0.18592964,0.054974873,1.2755008,0.1341254,True
0.18844222,0.054974873,1.2755008,0.13440812,True
0.19095477,0.054974873,1.2755008,0.13468863,True
0.19346733,0.054974873,1.2755008,0.13496801,True
0.1959799,0.054974873,1.2755008,0.1352279,True
0.19849247,0.054974873,1.2755008,0.13549648,True
0.20100503,0.054974873,1.2755008,0.13579224,True
0.20351759,0.054974873,1.2755008,0.13606374,True
0.20603015,0.054974873,1.2755008,0.13633409,True
0.2085427,0.054974873,1.2755008,0.13660246,True
0.21105528,0.054974873,1.2755008,0.13687013,True
0.21356784,0.054974873,1.2755008,0.13713661,True
0.2160804,0.054974873,1.2755008,0.1374022,True
0.21859296,0.054974873,1.2755008,0.13766655,True
0.22110553,0.054974873,1.2755008,0.13791394,True
0.22361809,0.054974873,1.2755008,0.13817161,True
0.22613065,0.054974873,1.2755008,0.1384556,True
0.22864321,0.054974873,1.2755008,0.13871703,True
0.23115578,0.054974873,1.2755008,0.13900049,True
0.23366834,0.054974873,1.2755008,0.13925561,True
0.2361809,0.054974873,1.2755008,0.13951048,True
0.23869346,0.054974873,1.2755008,0.13974158,True
0.24120602,0.054974873,1.2755008,0.13999617,True
0.2437186,0.054974873,1.2755008,0.1402772,True
0.24623115,0.054974873,1.2755008,0.14053608,True
0.24874371,0.054974873,1.2755008,0.14079481,True
0.2512563,0.054974873,1.2755008,0.14105342,True
0.25376883,0.054974873,1.2755008,0.14131205,True
0.2562814,0.054974873,1.2755008,0.14157088,True
0.25879398,0.054974873,1.2755008,0.14182936,True
0.26130652,0.054974873,1.2755008,0.14208777,True
0.2638191,0.054974873,1.2755008,0.14234649,True
0.26633164,0.054974873,1.2755008,0.14260542,True
0.26884422,0.054974873,1.2755008,0.14286417,True
0.2713568,0.054974873,1.2755008,0.14312305,True
0.27386934,0.054974873,1.2755008,0.14338247,True
0.2763819,0.054974873,1.2755008,0.14364201,True
0.27889448,0.054974873,1.2755008,0.14390193,True
0.28140703,0.054974873,1.2755008,0.14416188,True
0.2839196,0.054974873,1.2755008,0.14442275,True
0.28643215,0.054974873,1.2755008,0.1446835,True
0.28894472,0.054974873,1.2755008,0.14494476,True
0.2914573,0.054974873,1.2755008,0.14520647,True
0.29396984,0.054974873,1.2755008,0.14546867,True
0.2964824,0.054974873,1.2755008,0.1457313,True
0.29899496,0.054974873,1.2755008,0.14602786,True
0.30150753,0.054974873,1.2755008,0.1462875,True
0.3040201,0.054974873,1.2755008,0.14654773,True
0.30653265,0.054974873,1.2755008,0.14680864,True
0.30904523,0.054974873,1.2755008,0.14705242,True
0.3115578,0.054974873,1.2755008,0.14729674,True
0.31407034,0.054974873,1.2755008,0.14755982,True
0.31658292,0.054974873,1.2755008,0.14782387,True
0.31909546,0.054974873,1.2755008,0.14811979,True
0.32160804,0.054974873,1.2755008,0.14838836,True
0.3241206,0.054974873,1.2755008,0.1486576,True
0.32663316,0.054974873,1.2755008,0.14892761,True
0.32914573,0.054974873,1.2755008,0.14919822,True
0.33165827,0.054974873,1.2755008,0.14946981,True
0.33417085,0.054974873,1.2755008,0.14974213,True
0.33668342,0.054974873,1.2755008,0.15001512,True
0.33919597,0.054974873,1.2755008,0.15028907,True
0.34170854,0.054974873,1.2755008,0.15056384,True
0.34422112,0.054974873,1.2755008,0.15083955,True
0.34673366,0.054974873,1.2755008,0.151116,True
0.34924623,0.054974873,1.2755008,0.15139337,True
0.35175878,0.054974873,1.2755008,0.15167154,True
0.35427135,0.054974873,1.2755008,0.1519576,True
0.35678393,0.054974873,1.2755008,0.15223455,True
0.35929647,0.054974873,1.2755008,0.1525125,True
0.36180905,0.054974873,1.2755008,0.15279165,True
0.3643216,0.054974873,1.2755008,0.15307154,True
0.36683416,0.054974873,1.2755008,0.1533526,True
0.36934674,0.054974873,1.2755008,0.15363471,True
0.37185928,0.054974873,1.2755008,0.15393199,True
0.37437186,0.054974873,1.2755008,0.15421893,True
0.37688443,0.054974873,1.2755008,0.1545071,True
0.37939698,0.054974873,1.2755008,0.15479615,True
0.38190955,0.054974873,1.2755008,0.15508649,True
0.3844221,0.054974873,1.2755008,0.15540193,True
0.38693467,0.054974873,1.2755008,0.15569155,True
0.38944724,0.054974873,1.2755008,0.15598217,True
0.3919598,0.054974873,1.2755008,0.156274,True
0.39447236,0.054974873,1.2755008,0.15655434,True
0.39698493,0.054974873,1.2755008,0.15685144,True
0.39949748,0.054974873,1.2755008,0.15714972,True
0.40201005,0.054974873,1.2755008,0.15744908,True
0.4045226,0.054974873,1.2755008,0.15774982,True
0.40703517,0.054974873,1.2755008,0.15805168,True
0.40954775,0.054974873,1.2755008,0.15835488,True
0.4120603,0.054974873,1.2755008,0.15865932,True
0.41457286,0.054974873,1.2755008,0.15896505,True
0.4170854,0.054974873,1.2755008,0.15927196,True
0.41959798,0.054974873,1.2755008,0.1595803,True
0.42211056,0.054974873,1.2755008,0.1598899,True
0.4246231,0.054974873,1.2755008,0.16020069,True
0.42713568,0.054974873,1.2755008,0.16051304,True
0.42964825,0.054974873,1.2755008,0.1608357,True
0.4321608,0.054974873,1.2755008,0.1611481,True
0.43467337,0.054974873,1.2755008,0.16146189,True
0.4371859,0.054974873,1.2755008,0.16177712,True
0.4396985,0.054974873,1.2755008,0.16209386,True
0.44221106,0.054974873,1.2755008,0.16241968,True
0.4447236,0.054974873,1.2755008,0.16273917,True
0.44723618,0.054974873,1.2755008,0.16306026,True
0.44974872,0.054974873,1.2755008,0.16338298,True
0.4522613,0.054974873,1.2755008,0.16370703,True
0.45477387,0.054974873,1.2755008,0.16403271,True
0.45728642,0.054974873,1.2755008,0.16435982,True
0.459799,0.054974873,1.2755008,0.1646887,True
0.46231157,0.054974873,1.2755008,0.16503476,True
0.4648241,0.054974873,1.2755008,0.16535085,True
0.46733668,0.054974873,1.2755008,0.16570345,True
0.46984923,0.054974873,1.2755008,0.16603848,True
0.4723618,0.054974873,1.2755008,0.16637525,True
0.47487438,0.054974873,1.2755008,0.16671376,True
0.47738692,0.054974873,1.2755008,0.16705392,True
0.4798995,0.054974873,1.2755008,0.16739565,True
0.48241204,0.054974873,1.2755008,0.16773924,True
0.4849246,0.054974873,1.2755008,0.16808447,True
0.4874372,0.054974873,1.2755008,0.16845192,True
0.48994973,0.054974873,1.2755008,0.16880295,True
0.4924623,0.054974873,1.2755008,0.16915567,True
0.49497488,0.054974873,1.2755008,0.16951047,True
0.49748743,0.054974873,1.2755008,0.1698668,True
0.5,0.054974873,1.2755008,0.170225,True
0.0,0.055276383,0.0110567985,-1.4827401e-07,False
0.0025125628,0.055276383,0.48942745,4.0634674e-07,False
0.0050251256,0.055276383,0.6327389,4.480222e-07,False
0.007537688,0.055276383,0.7218579,5.200861e-07,False
0.010050251,0.055276383,0.78572387,6.2366905e-07,False
0.012562814,0.055276383,0.8349765,7.492362e-07,False
0.015075376,0.055276383,0.87474114,9.0949584e-07,False
0.01758794,0.055276383,0.90757406,0.00076032104,False
0.020100502,0.055276383,0.9350059,0.002861243,False
0.022613065,0.055276383,0.9587662,0.004923959,False
0.025125628,0.055276383,0.9796401,0.0069671036,False
0.027638191,0.055276383,0.9981913,0.008997881,False
0.030150753,0.055276383,1.0148365,0.011026928,False
0.032663316,0.055276383,1.0298935,0.013056825,False
0.03517588,0.055276383,1.0436087,0.015090783,False
0.03768844,0.055276383,1.0561768,0.017129855,False
0.040201005,0.055276383,1.0677545,0.019175304,False
0.042713568,0.055276383,1.0784695,0.021229945,False
0.04522613,0.055276383,1.0884278,0.023287985,False
0.047738694,0.055276383,1.0977162,0.025355915,False
0.050251257,0.055276383,1.1064091,0.027431363,False
0.05276382,0.055276383,1.1145693,0.029514916,False
0.055276383,0.055276383,1.1222504,0.03160517,False
0.057788946,0.055276383,1.1294987,0.033703294,False
0.060301505,0.055276383,1.1363544,0.035808794,False
0.06281407,0.055276383,1.1428524,0.037921578,False
0.06532663,0.055276383,1.1490235,0.040041275,False
0.0678392,0.055276383,1.154895,0.0421676,False
0.07035176,0.055276383,1.1604904,0.044301096,False
0.072864324,0.055276383,1.1658314,0.046440575,False
0.07537688,0.055276383,1.170937,0.04858695,False
0.07788945,0.055276383,1.1758242,0.050739106,False
0.08040201,0.055276383,1.1805083,0.05289831,False
0.08291457,0.055276383,1.1850033,0.055063136,False
0.085427135,0.055276383,1.1893221,0.057231694,False
0.087939695,0.055276383,1.1934755,0.05940746,False
0.09045226,0.055276383,1.1974741,0.061588675,False
0.09296482,0.055276383,1.2013276,0.063774765,False
0.09547739,0.055276383,1.2050443,0.06596655,False
0.09798995,0.055276383,1.2086322,0.0681635,False
0.10050251,0.055276383,1.2120988,0.070365265,False
0.10301507,0.055276383,1.2154509,0.07257181,False
0.10552764,0.055276383,1.2186944,0.07478335,False
0.1080402,0.055276383,1.2218353,0.076999485,False
0.110552765,0.055276383,1.2248788,0.0792203,False
0.113065325,0.055276383,1.2278298,0.081445895,False
0.11557789,0.055276383,1.230693,0.083675735,False
0.11809045,0.055276383,1.2334726,0.08590991,False
0.12060301,0.055276383,1.2361726,0.08814824,False
0.12311558,0.055276383,1.2387966,0.09039087,False
0.12562814,0.055276383,1.2413483,0.092637666,False
0.1281407,0.055276383,1.2438308,0.094888575,False
0.13065326,0.055276383,1.246247,0.09714367,False
0.13316582,0.055276383,1.2486001,0.09940243,False
0.1356784,0.055276383,1.2508926,0.10166517,False
0.13819095,0.055276383,1.253127,0.10393193,False
0.14070351,0.055276383,1.2553059,0.10620242,False
0.14321607,0.055276383,1.257431,0.10847657,False
0.14572865,0.055276383,1.2595052,0.110754564,False
0.1482412,0.055276383,1.2615298,0.113036,False
0.15075377,0.055276383,1.263507,0.115321524,False
0.15326633,0.055276383,1.2654386,0.11760994,False
0.1557789,0.055276383,1.2673264,0.119902335,False
0.15829146,0.055276383,1.2691716,0.122197986,False
0.16080402,0.055276383,1.2709761,0.12449712,False
0.16331658,0.055276383,1.2727411,0.12679973,False
0.16582914,0.055276383,1.2744682,0.12910587,False
0.16834171,0.055276383,1.2755008,0.13063085,True
0.17085427,0.055276383,1.2755008,0.13093124,True
0.17336683,0.055276383,1.2755008,0.1312276,True
0.17587939,0.055276383,1.2755008,0.13150688,True
0.17839196,0.055276383,1.2755008,0.1317899,True
0.18090452,0.055276383,1.2755008,0.13207021,True
0.18341708,0.055276383,1.2755008,0.13238397,True
0.18592964,0.055276383,1.2755008,0.13266613,True
0.18844222,0.055276383,1.2755008,0.1329458,True
0.19095477,0.055276383,1.2755008,0.13322401,True
0.19346733,0.055276383,1.2755008,0.13349475,True
0.1959799,0.055276383,1.2755008,0.13376154,True
0.19849247,0.055276383,1.2755008,0.13402721,True
0.20100503,0.055276383,1.2755008,0.13431497,True
0.20351759,0.055276383,1.2755008,0.13458346,True
0.20603015,0.055276383,1.2755008,0.13485092,True
0.2085427,0.055276383,1.2755008,0.13511637,True
0.21105528,0.055276383,1.2755008,0.13538112,True
0.21356784,0.055276383,1.2755008,0.13564458,True
0.2160804,0.055276383,1.2755008,0.13585931,True
0.21859296,0.055276383,1.2755008,0.13616246,True
0.22110553,0.055276383,1.2755008,0.13641801,True
0.22361809,0.055276383,1.2755008,0.13668978,True
0.22613065,0.055276383,1.2755008,0.1369493,True
0.22864321,0.055276383,1.2755008,0.13723972,True
0.23115578,0.055276383,1.2755008,0.1374925,True
0.23366834,0.055276383,1.2755008,0.13774481,True
0.2361809,0.055276383,1.2755008,0.13797349,True
0.23869346,0.055276383,1.2755008,0.13822553,True
0.24120602,0.055276383,1.2755008,0.13849472,True
0.2437186,0.055276383,1.2755008,0.13875118,True
0.24623115,0.055276383,1.2755008,0.1390071,True
0.24874371,0.055276383,1.2755008,0.13926312,True
0.2512563,0.055276383,1.2755008,0.13951886,True
0.25376883,0.055276383,1.2755008,0.139775,True
0.2562814,0.055276383,1.2755008,0.14003065,True
0.25879398,0.055276383,1.2755008,0.14028633,True
0.26130652,0.055276383,1.2755008,0.14054205,True
0.2638191,0.055276383,1.2755008,0.14079784,True
0.26633164,0.055276383,1.2755008,0.14105394,True
0.26884422,0.055276383,1.2755008,0.14130975,True
0.2713568,0.055276383,1.2755008,0.14156593,True
0.27386934,0.055276383,1.2755008,0.14182259,True
0.2763819,0.055276383,1.2755008,0.14207931,True
0.27889448,0.055276383,1.2755008,0.14233635,True
0.28140703,0.055276383,1.2755008,0.1425937,True
0.2839196,0.055276383,1.2755008,0.14285152,True
0.28643215,0.055276383,1.2755008,0.14310941,True
0.28894472,0.055276383,1.2755008,0.14336792,True
0.2914573,0.055276383,1.2755008,0.1436267,True
0.29396984,0.055276383,1.2755008,0.14388609,True
0.2964824,0.055276383,1.2755008,0.1441458,True
0.29899496,0.055276383,1.2755008,0.14440602,True
0.30150753,0.055276383,1.2755008,0.14469959,True
0.3040201,0.055276383,1.2755008,0.14495705,True
0.30653265,0.055276383,1.2755008,0.14519013,True
0.30904523,0.055276383,1.2755008,0.14543833,True
0.3115578,0.055276383,1.2755008,0.14569809,True
0.31407034,0.055276383,1.2755008,0.14595836,True
0.31658292,0.055276383,1.2755008,0.1462195,True
0.31909546,0.055276383,1.2755008,0.14648128,True
0.32160804,0.055276383,1.2755008,0.14674385,True
0.3241206,0.055276383,1.2755008,0.14704031,True
0.32663316,0.055276383,1.2755008,0.14730732,True
0.32914573,0.055276383,1.2755008,0.14757508,True
0.33165827,0.055276383,1.2755008,0.14784367,True
0.33417085,0.055276383,1.2755008,0.14811303,True
0.33668342,0.055276383,1.2755008,0.14838304,True
0.33919597,0.055276383,1.2755008,0.14865403,True
0.34170854,0.055276383,1.2755008,0.14892587,True
0.34422112,0.055276383,1.2755008,0.14919846,True
0.34673366,0.055276383,1.2755008,0.14947198,True
0.34924623,0.055276383,1.2755008,0.14974624,True
0.35175878,0.055276383,1.2755008,0.1500349,True
0.35427135,0.055276383,1.2755008,0.15030792,True
0.35678393,0.055276383,1.2755008,0.15058188,True
0.35929647,0.055276383,1.2755008,0.15085685,True
0.36180905,0.055276383,1.2755008,0.1511329,True
0.3643216,0.055276383,1.2755008,0.15140979,True
0.36683416,0.055276383,1.2755008,0.15168783,True
0.36934674,0.055276383,1.2755008,0.15197435,True
0.37185928,0.055276383,1.2755008,0.15225726,True
0.37437186,0.055276383,1.2755008,0.15254113,True
0.37688443,0.055276383,1.2755008,0.15282618,True
0.37939698,0.055276383,1.2755008,0.1531121,True
0.38190955,0.055276383,1.2755008,0.15339927,True
0.3844221,0.055276383,1.2755008,0.15368731,True
0.38693467,0.055276383,1.2755008,0.15400107,True
0.38944724,0.055276383,1.2755008,0.15428856,True
0.3919598,0.055276383,1.2755008,0.1545585,True
0.39447236,0.055276383,1.2755008,0.15485114,True
0.39698493,0.055276383,1.2755008,0.15514508,True
0.39949748,0.055276383,1.2755008,0.15544003,True
0.40201005,0.055276383,1.2755008,0.15573618,True
0.4045226,0.055276383,1.2755008,0.1560336,True
0.40703517,0.055276383,1.2755008,0.15633212,True
0.40954775,0.055276383,1.2755008,0.15663217,True
0.4120603,0.055276383,1.2755008,0.1569332,True
0.41457286,0.055276383,1.2755008,0.15723564,True
0.4170854,0.055276383,1.2755008,0.1575392,True
0.41959798,0.055276383,1.2755008,0.15784423,True
0.42211056,0.055276383,1.2755008,0.15815043,True
0.4246231,0.055276383,1.2755008,0.15845782,True
0.42713568,0.055276383,1.2755008,0.15878169,True
0.42964825,0.055276383,1.2755008,0.15908924,True
0.4321608,0.055276383,1.2755008,0.15939829,True
0.43467337,0.055276383,1.2755008,0.15970865,True
0.4371859,0.055276383,1.2755008,0.16002044,True
0.4396985,0.055276383,1.2755008,0.16034126,True
0.44221106,0.055276383,1.2755008,0.16065605,True
0.4447236,0.055276383,1.2755008,0.16097209,True
0.44723618,0.055276383,1.2755008,0.16128966,True
0.44974872,0.055276383,1.2755008,0.16160884,True
0.4522613,0.055276383,1.2755008,0.1619294,True
0.45477387,0.055276383,1.2755008,0.16225149,True
0.45728642,0.055276383,1.2755008,0.16257517,True
0.459799,0.055276383,1.2755008,0.16290039,True
0.46231157,0.055276383,1.2755008,0.16324587,True
0.4648241,0.055276383,1.2755008,0.16357405,True
0.46733668,0.055276383,1.2755008,0.16390406,True
0.46984923,0.055276383,1.2755008,0.16423546,True
0.4723618,0.055276383,1.2755008,0.16456857,True
0.47487438,0.055276383,1.2755008,0.1649034,True
0.47738692,0.055276383,1.2755008,0.16523989,True
0.4798995,0.055276383,1.2755008,0.16557792,True
0.48241204,0.055276383,1.2755008,0.16591774,True
0.4849246,0.055276383,1.2755008,0.16625927,True
0.4874372,0.055276383,1.2755008,0.16660245,True
0.48994973,0.055276383,1.2755008,0.16694744,True
0.4924623,0.055276383,1.2755008,0.16731538,True
0.49497488,0.055276383,1.2755008,0.16765036,True
0.49748743,0.055276383,1.2755008,0.16800064,True
0.5,0.055276383,1.2755008,0.16837303,True
0.0,0.05557789,0.011117086,1.2513228e-06,False
0.0025125628,0.05557789,0.49154183,4.0547522e-07,False
0.0050251256,0.05557789,0.63509375,4.4161504e-07,False
0.007537688,0.05557789,0.72426355,5.150881e-07,False
0.010050251,0.05557789,0.7881226,6.2016784e-07,False
0.012562814,0.05557789,0.8373466,7.467653e-07,False
0.015075376,0.05557789,0.87707627,8.942594e-07,False
0.01758794,0.05557789,0.90987116,0.00075135473,False
0.020100502,0.05557789,0.93726134,0.0028578907,False
